cell	bio_celltype
11039	(7) Artrial cardiomyocytes
11040	(8) Fibroblast-like (outflow tract & valve related)
11041	(2) Fribroblast-like (AV mesenchyme related)
11042	(7) Artrial cardiomyocytes
11044	(12) Cardiomyocytes
11045	(8) Fibroblast-like (outflow tract & valve related)
11046	(8) Fibroblast-like (outflow tract & valve related)
11047	(2) Fribroblast-like (AV mesenchyme related)
11048	(7) Artrial cardiomyocytes
11050	(8) Fibroblast-like (outflow tract & valve related)
11051	(7) Artrial cardiomyocytes
11052	(12) Cardiomyocytes
11053	(12) Cardiomyocytes
11054	(12) Cardiomyocytes
11055	(7) Artrial cardiomyocytes
11056	(7) Artrial cardiomyocytes
11057	(2) Fribroblast-like (AV mesenchyme related)
11058	(7) Artrial cardiomyocytes
11059	(7) Artrial cardiomyocytes
11060	(12) Cardiomyocytes
11061	(5) Smooth muscle cells/ fibroblast-like
11062	(1) Ventricular cardiomyocytes
11065	(8) Fibroblast-like (outflow tract & valve related)
11066	(12) Cardiomyocytes
11067	(12) Cardiomyocytes
11068	(12) Cardiomyocytes
11069	(12) Cardiomyocytes
11071	(1) Ventricular cardiomyocytes
11072	(1) Ventricular cardiomyocytes
11073	(2) Fribroblast-like (AV mesenchyme related)
11075	(1) Ventricular cardiomyocytes
11076	(1) Ventricular cardiomyocytes
11077	(12) Cardiomyocytes
11079	(7) Artrial cardiomyocytes
11080	(7) Artrial cardiomyocytes
11081	(12) Cardiomyocytes
11083	(1) Ventricular cardiomyocytes
11084	(12) Cardiomyocytes
11085	(2) Fribroblast-like (AV mesenchyme related)
11086	(12) Cardiomyocytes
11087	(8) Fibroblast-like (outflow tract & valve related)
11088	(10) Endothelium/ pericytes/ adventia
11089	(12) Cardiomyocytes
11090	(10) Endothelium/ pericytes/ adventia
11091	(1) Ventricular cardiomyocytes
11092	(7) Artrial cardiomyocytes
11093	(10) Endothelium/ pericytes/ adventia
11095	(12) Cardiomyocytes
11096	(12) Cardiomyocytes
11098	(0) Capillary endothelium
11100	(12) Cardiomyocytes
11101	(12) Cardiomyocytes
11102	(12) Cardiomyocytes
11103	(8) Fibroblast-like (outflow tract & valve related)
11104	(7) Artrial cardiomyocytes
11106	(1) Ventricular cardiomyocytes
11107	(12) Cardiomyocytes
11109	(7) Artrial cardiomyocytes
11110	(0) Capillary endothelium
11111	(12) Cardiomyocytes
11114	(10) Endothelium/ pericytes/ adventia
11115	(12) Cardiomyocytes
11116	(12) Cardiomyocytes
11118	(12) Cardiomyocytes
11121	(2) Fribroblast-like (AV mesenchyme related)
11122	(2) Fribroblast-like (AV mesenchyme related)
11123	(12) Cardiomyocytes
11124	(7) Artrial cardiomyocytes
11126	(12) Cardiomyocytes
11127	(8) Fibroblast-like (outflow tract & valve related)
11131	(2) Fribroblast-like (AV mesenchyme related)
11132	(2) Fribroblast-like (AV mesenchyme related)
11135	(1) Ventricular cardiomyocytes
11136	(12) Cardiomyocytes
11137	(12) Cardiomyocytes
11139	(7) Artrial cardiomyocytes
11140	(12) Cardiomyocytes
11141	(8) Fibroblast-like (outflow tract & valve related)
11146	(8) Fibroblast-like (outflow tract & valve related)
11147	(12) Cardiomyocytes
11148	(0) Capillary endothelium
11149	(0) Capillary endothelium
11152	(12) Cardiomyocytes
11155	(12) Cardiomyocytes
11156	(8) Fibroblast-like (outflow tract & valve related)
11158	(12) Cardiomyocytes
11161	(12) Cardiomyocytes
11162	(1) Ventricular cardiomyocytes
11163	(12) Cardiomyocytes
11165	(12) Cardiomyocytes
11166	(12) Cardiomyocytes
11167	(12) Cardiomyocytes
11169	(2) Fribroblast-like (AV mesenchyme related)
11170	(12) Cardiomyocytes
11172	(10) Endothelium/ pericytes/ adventia
11174	(1) Ventricular cardiomyocytes
11175	(12) Cardiomyocytes
11177	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11180	(0) Capillary endothelium
11181	(12) Cardiomyocytes
11182	(12) Cardiomyocytes
11185	(12) Cardiomyocytes
11187	(12) Cardiomyocytes
11188	(12) Cardiomyocytes
11190	(8) Fibroblast-like (outflow tract & valve related)
11192	(12) Cardiomyocytes
11195	(2) Fribroblast-like (AV mesenchyme related)
11196	(12) Cardiomyocytes
11198	(12) Cardiomyocytes
11202	(12) Cardiomyocytes
11203	(12) Cardiomyocytes
11206	(2) Fribroblast-like (AV mesenchyme related)
11207	(12) Cardiomyocytes
11209	(12) Cardiomyocytes
11210	(8) Fibroblast-like (outflow tract & valve related)
11211	(1) Ventricular cardiomyocytes
11212	(2) Fribroblast-like (AV mesenchyme related)
11213	(2) Fribroblast-like (AV mesenchyme related)
11214	(12) Cardiomyocytes
11215	(10) Endothelium/ pericytes/ adventia
11217	(1) Ventricular cardiomyocytes
11218	(12) Cardiomyocytes
11219	(12) Cardiomyocytes
11221	(12) Cardiomyocytes
11224	(7) Artrial cardiomyocytes
11225	(1) Ventricular cardiomyocytes
11227	(0) Capillary endothelium
11229	(8) Fibroblast-like (outflow tract & valve related)
11230	(10) Endothelium/ pericytes/ adventia
11233	(12) Cardiomyocytes
11235	(2) Fribroblast-like (AV mesenchyme related)
11238	(12) Cardiomyocytes
11240	(12) Cardiomyocytes
11244	(10) Endothelium/ pericytes/ adventia
11245	(1) Ventricular cardiomyocytes
11246	(1) Ventricular cardiomyocytes
11247	(12) Cardiomyocytes
11250	(12) Cardiomyocytes
11253	(0) Capillary endothelium
11255	(12) Cardiomyocytes
11257	(10) Endothelium/ pericytes/ adventia
11258	(12) Cardiomyocytes
11261	(1) Ventricular cardiomyocytes
11264	(1) Ventricular cardiomyocytes
11265	(12) Cardiomyocytes
11267	(10) Endothelium/ pericytes/ adventia
11272	(0) Capillary endothelium
11273	(12) Cardiomyocytes
11274	(8) Fibroblast-like (outflow tract & valve related)
11279	(10) Endothelium/ pericytes/ adventia
11280	(7) Artrial cardiomyocytes
11281	(0) Capillary endothelium
11283	(12) Cardiomyocytes
11289	(2) Fribroblast-like (AV mesenchyme related)
11292	(12) Cardiomyocytes
11296	(10) Endothelium/ pericytes/ adventia
11298	(12) Cardiomyocytes
11303	(12) Cardiomyocytes
11304	(12) Cardiomyocytes
11305	(12) Cardiomyocytes
11308	(12) Cardiomyocytes
11309	(7) Artrial cardiomyocytes
11311	(0) Capillary endothelium
11312	(12) Cardiomyocytes
11313	(0) Capillary endothelium
11315	(12) Cardiomyocytes
11319	(10) Endothelium/ pericytes/ adventia
11320	(12) Cardiomyocytes
11323	(0) Capillary endothelium
11328	(12) Cardiomyocytes
11331	(0) Capillary endothelium
11332	(0) Capillary endothelium
11333	(0) Capillary endothelium
11335	(12) Cardiomyocytes
11337	(12) Cardiomyocytes
11346	(1) Ventricular cardiomyocytes
11349	(8) Fibroblast-like (outflow tract & valve related)
11350	(2) Fribroblast-like (AV mesenchyme related)
11351	(2) Fribroblast-like (AV mesenchyme related)
11352	(8) Fibroblast-like (outflow tract & valve related)
11353	(2) Fribroblast-like (AV mesenchyme related)
11354	(2) Fribroblast-like (AV mesenchyme related)
11355	(2) Fribroblast-like (AV mesenchyme related)
11356	(8) Fibroblast-like (outflow tract & valve related)
11357	(8) Fibroblast-like (outflow tract & valve related)
11358	(2) Fribroblast-like (AV mesenchyme related)
11359	(8) Fibroblast-like (outflow tract & valve related)
11360	(2) Fribroblast-like (AV mesenchyme related)
11361	(7) Artrial cardiomyocytes
11362	(2) Fribroblast-like (AV mesenchyme related)
11363	(2) Fribroblast-like (AV mesenchyme related)
11364	(7) Artrial cardiomyocytes
11365	(2) Fribroblast-like (AV mesenchyme related)
11366	(8) Fibroblast-like (outflow tract & valve related)
11367	(2) Fribroblast-like (AV mesenchyme related)
11368	(2) Fribroblast-like (AV mesenchyme related)
11369	(2) Fribroblast-like (AV mesenchyme related)
11370	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11371	(2) Fribroblast-like (AV mesenchyme related)
11372	(3) Subepicardial cells
11374	(2) Fribroblast-like (AV mesenchyme related)
11375	(12) Cardiomyocytes
11377	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11378	(2) Fribroblast-like (AV mesenchyme related)
11380	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11382	(7) Artrial cardiomyocytes
11383	(7) Artrial cardiomyocytes
11384	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11391	(2) Fribroblast-like (AV mesenchyme related)
11393	(2) Fribroblast-like (AV mesenchyme related)
11395	(2) Fribroblast-like (AV mesenchyme related)
11397	(2) Fribroblast-like (AV mesenchyme related)
11398	(8) Fibroblast-like (outflow tract & valve related)
11399	(7) Artrial cardiomyocytes
11400	(7) Artrial cardiomyocytes
11401	(2) Fribroblast-like (AV mesenchyme related)
11405	(8) Fibroblast-like (outflow tract & valve related)
11406	(2) Fribroblast-like (AV mesenchyme related)
11409	(2) Fribroblast-like (AV mesenchyme related)
11410	(7) Artrial cardiomyocytes
11411	(2) Fribroblast-like (AV mesenchyme related)
11412	(2) Fribroblast-like (AV mesenchyme related)
11413	(2) Fribroblast-like (AV mesenchyme related)
11415	(8) Fibroblast-like (outflow tract & valve related)
11416	(2) Fribroblast-like (AV mesenchyme related)
11417	(2) Fribroblast-like (AV mesenchyme related)
11418	(2) Fribroblast-like (AV mesenchyme related)
11419	(2) Fribroblast-like (AV mesenchyme related)
11423	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11426	(2) Fribroblast-like (AV mesenchyme related)
11427	(8) Fibroblast-like (outflow tract & valve related)
11428	(3) Subepicardial cells
11429	(8) Fibroblast-like (outflow tract & valve related)
11432	(5) Smooth muscle cells/ fibroblast-like
11433	(7) Artrial cardiomyocytes
11434	(7) Artrial cardiomyocytes
11435	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11436	(7) Artrial cardiomyocytes
11437	(8) Fibroblast-like (outflow tract & valve related)
11438	(7) Artrial cardiomyocytes
11439	(2) Fribroblast-like (AV mesenchyme related)
11440	(2) Fribroblast-like (AV mesenchyme related)
11441	(2) Fribroblast-like (AV mesenchyme related)
11442	(2) Fribroblast-like (AV mesenchyme related)
11443	(2) Fribroblast-like (AV mesenchyme related)
11444	(2) Fribroblast-like (AV mesenchyme related)
11446	(8) Fibroblast-like (outflow tract & valve related)
11447	(2) Fribroblast-like (AV mesenchyme related)
11448	(2) Fribroblast-like (AV mesenchyme related)
11449	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11450	(2) Fribroblast-like (AV mesenchyme related)
11452	(8) Fibroblast-like (outflow tract & valve related)
11453	(2) Fribroblast-like (AV mesenchyme related)
11454	(2) Fribroblast-like (AV mesenchyme related)
11457	(7) Artrial cardiomyocytes
11458	(2) Fribroblast-like (AV mesenchyme related)
11462	(0) Capillary endothelium
11463	(2) Fribroblast-like (AV mesenchyme related)
11464	(2) Fribroblast-like (AV mesenchyme related)
11465	(8) Fibroblast-like (outflow tract & valve related)
11466	(5) Smooth muscle cells/ fibroblast-like
11471	(8) Fibroblast-like (outflow tract & valve related)
11472	(2) Fribroblast-like (AV mesenchyme related)
11473	(2) Fribroblast-like (AV mesenchyme related)
11474	(7) Artrial cardiomyocytes
11475	(0) Capillary endothelium
11476	(0) Capillary endothelium
11477	(8) Fibroblast-like (outflow tract & valve related)
11478	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11479	(7) Artrial cardiomyocytes
11480	(8) Fibroblast-like (outflow tract & valve related)
11481	(2) Fribroblast-like (AV mesenchyme related)
11482	(2) Fribroblast-like (AV mesenchyme related)
11483	(2) Fribroblast-like (AV mesenchyme related)
11484	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11485	(2) Fribroblast-like (AV mesenchyme related)
11488	(2) Fribroblast-like (AV mesenchyme related)
11490	(12) Cardiomyocytes
11491	(2) Fribroblast-like (AV mesenchyme related)
11492	(12) Cardiomyocytes
11493	(2) Fribroblast-like (AV mesenchyme related)
11494	(8) Fibroblast-like (outflow tract & valve related)
11495	(8) Fibroblast-like (outflow tract & valve related)
11496	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11497	(2) Fribroblast-like (AV mesenchyme related)
11498	(12) Cardiomyocytes
11499	(2) Fribroblast-like (AV mesenchyme related)
11500	(8) Fibroblast-like (outflow tract & valve related)
11501	(7) Artrial cardiomyocytes
11502	(2) Fribroblast-like (AV mesenchyme related)
11503	(7) Artrial cardiomyocytes
11504	(2) Fribroblast-like (AV mesenchyme related)
11505	(8) Fibroblast-like (outflow tract & valve related)
11507	(7) Artrial cardiomyocytes
11508	(3) Subepicardial cells
11509	(8) Fibroblast-like (outflow tract & valve related)
11510	(9) Epicardial cells
11511	(7) Artrial cardiomyocytes
11512	(2) Fribroblast-like (AV mesenchyme related)
11513	(12) Cardiomyocytes
11514	(7) Artrial cardiomyocytes
11516	(7) Artrial cardiomyocytes
11517	(7) Artrial cardiomyocytes
11518	(2) Fribroblast-like (AV mesenchyme related)
11519	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11520	(0) Capillary endothelium
11521	(2) Fribroblast-like (AV mesenchyme related)
11522	(7) Artrial cardiomyocytes
11524	(2) Fribroblast-like (AV mesenchyme related)
11525	(7) Artrial cardiomyocytes
11526	(12) Cardiomyocytes
11528	(2) Fribroblast-like (AV mesenchyme related)
11530	(12) Cardiomyocytes
11532	(12) Cardiomyocytes
11534	(1) Ventricular cardiomyocytes
11536	(8) Fibroblast-like (outflow tract & valve related)
11537	(4) Fribroblast-like (coronary & mediastinal vasculature related)
11538	(2) Fribroblast-like (AV mesenchyme related)
11541	(7) Artrial cardiomyocytes
11542	(7) Artrial cardiomyocytes
11546	(2) Fribroblast-like (AV mesenchyme related)
11547	(1) Ventricular cardiomyocytes
11548	(7) Artrial cardiomyocytes
11549	(2) Fribroblast-like (AV mesenchyme related)
11550	(2) Fribroblast-like (AV mesenchyme related)
11551	(12) Cardiomyocytes
11554	(2) Fribroblast-like (AV mesenchyme related)
11557	(2) Fribroblast-like (AV mesenchyme related)
11558	(2) Fribroblast-like (AV mesenchyme related)
11559	(12) Cardiomyocytes
11560	(2) Fribroblast-like (AV mesenchyme related)
11562	(2) Fribroblast-like (AV mesenchyme related)
11563	(0) Capillary endothelium
11565	(0) Capillary endothelium
11566	(2) Fribroblast-like (AV mesenchyme related)
11568	(12) Cardiomyocytes
11571	(8) Fibroblast-like (outflow tract & valve related)
11572	(12) Cardiomyocytes
11573	(2) Fribroblast-like (AV mesenchyme related)
11575	(8) Fibroblast-like (outflow tract & valve related)
11580	(8) Fibroblast-like (outflow tract & valve related)
11581	(2) Fribroblast-like (AV mesenchyme related)
11582	(10) Endothelium/ pericytes/ adventia
11583	(2) Fribroblast-like (AV mesenchyme related)
11585	(12) Cardiomyocytes
11588	(7) Artrial cardiomyocytes
11589	(12) Cardiomyocytes
11590	(10) Endothelium/ pericytes/ adventia
11591	(2) Fribroblast-like (AV mesenchyme related)
11595	(2) Fribroblast-like (AV mesenchyme related)
11596	(8) Fibroblast-like (outflow tract & valve related)
11598	(8) Fibroblast-like (outflow tract & valve related)
11599	(2) Fribroblast-like (AV mesenchyme related)
11602	(0) Capillary endothelium
11604	(8) Fibroblast-like (outflow tract & valve related)
11606	(12) Cardiomyocytes
11607	(12) Cardiomyocytes
11608	(12) Cardiomyocytes
11609	(8) Fibroblast-like (outflow tract & valve related)
11612	(2) Fribroblast-like (AV mesenchyme related)
11613	(2) Fribroblast-like (AV mesenchyme related)
11615	(2) Fribroblast-like (AV mesenchyme related)
11619	(8) Fibroblast-like (outflow tract & valve related)
11621	(0) Capillary endothelium
11625	(7) Artrial cardiomyocytes
11627	(0) Capillary endothelium
11630	(2) Fribroblast-like (AV mesenchyme related)
11631	(8) Fibroblast-like (outflow tract & valve related)
11633	(10) Endothelium/ pericytes/ adventia
11638	(8) Fibroblast-like (outflow tract & valve related)
11639	(2) Fribroblast-like (AV mesenchyme related)
11640	(2) Fribroblast-like (AV mesenchyme related)
11641	(2) Fribroblast-like (AV mesenchyme related)
11643	(2) Fribroblast-like (AV mesenchyme related)
11645	(1) Ventricular cardiomyocytes
11646	(2) Fribroblast-like (AV mesenchyme related)
11648	(0) Capillary endothelium
11653	(8) Fibroblast-like (outflow tract & valve related)
11654	(2) Fribroblast-like (AV mesenchyme related)
11655	(2) Fribroblast-like (AV mesenchyme related)
11656	(2) Fribroblast-like (AV mesenchyme related)
11657	(2) Fribroblast-like (AV mesenchyme related)
11660	(2) Fribroblast-like (AV mesenchyme related)
11661	(7) Artrial cardiomyocytes
11662	(2) Fribroblast-like (AV mesenchyme related)
11663	(2) Fribroblast-like (AV mesenchyme related)
11667	(1) Ventricular cardiomyocytes
11668	(2) Fribroblast-like (AV mesenchyme related)
11670	(2) Fribroblast-like (AV mesenchyme related)
11671	(12) Cardiomyocytes
11672	(2) Fribroblast-like (AV mesenchyme related)
11673	(0) Capillary endothelium
11674	(2) Fribroblast-like (AV mesenchyme related)
11676	(8) Fibroblast-like (outflow tract & valve related)
11677	(2) Fribroblast-like (AV mesenchyme related)
11678	(8) Fibroblast-like (outflow tract & valve related)
11679	(12) Cardiomyocytes
11682	(2) Fribroblast-like (AV mesenchyme related)
11684	(2) Fribroblast-like (AV mesenchyme related)
11687	(2) Fribroblast-like (AV mesenchyme related)
11688	(2) Fribroblast-like (AV mesenchyme related)
11690	(2) Fribroblast-like (AV mesenchyme related)
11692	(2) Fribroblast-like (AV mesenchyme related)
11693	(2) Fribroblast-like (AV mesenchyme related)
11699	(2) Fribroblast-like (AV mesenchyme related)
11700	(2) Fribroblast-like (AV mesenchyme related)
11701	(2) Fribroblast-like (AV mesenchyme related)
11706	(2) Fribroblast-like (AV mesenchyme related)
11710	(8) Fibroblast-like (outflow tract & valve related)
11711	(2) Fribroblast-like (AV mesenchyme related)
11712	(2) Fribroblast-like (AV mesenchyme related)
11713	(2) Fribroblast-like (AV mesenchyme related)
11715	(10) Endothelium/ pericytes/ adventia
11716	(2) Fribroblast-like (AV mesenchyme related)
11717	(7) Artrial cardiomyocytes
11718	(2) Fribroblast-like (AV mesenchyme related)
11719	(2) Fribroblast-like (AV mesenchyme related)
11720	(5) Smooth muscle cells/ fibroblast-like
11722	(8) Fibroblast-like (outflow tract & valve related)
11725	(2) Fribroblast-like (AV mesenchyme related)
11726	(2) Fribroblast-like (AV mesenchyme related)
11729	(12) Cardiomyocytes
11730	(8) Fibroblast-like (outflow tract & valve related)
11731	(2) Fribroblast-like (AV mesenchyme related)
11733	(0) Capillary endothelium
11736	(8) Fibroblast-like (outflow tract & valve related)
11738	(12) Cardiomyocytes
11740	(8) Fibroblast-like (outflow tract & valve related)
11743	(0) Capillary endothelium
11747	(0) Capillary endothelium
11748	(2) Fribroblast-like (AV mesenchyme related)
11749	(0) Capillary endothelium
11750	(2) Fribroblast-like (AV mesenchyme related)
11751	(2) Fribroblast-like (AV mesenchyme related)
11752	(2) Fribroblast-like (AV mesenchyme related)
11753	(12) Cardiomyocytes
11754	(2) Fribroblast-like (AV mesenchyme related)
11755	(12) Cardiomyocytes
11756	(2) Fribroblast-like (AV mesenchyme related)
11759	(8) Fibroblast-like (outflow tract & valve related)
11761	(8) Fibroblast-like (outflow tract & valve related)
11766	(12) Cardiomyocytes
11767	(0) Capillary endothelium
11768	(8) Fibroblast-like (outflow tract & valve related)
